,policy,A.1 Total Costs,A.2 Total Costs,A.3 Total Costs,A.4 Total Costs,A.5 Total Costs,RfR Total Costs,Expected Evacuation Costs,,,,,,,,,,,,,,,,,,,,,
886,277,68139002.96,115448876.9,126101524.7,22258486.73,492658277.2,0,0,,,,,,,,,,,,,,,,,,,,,
887,277,68139002.96,123612648.7,126101524.7,22258486.73,1019427858,0,0,,,,,,,,,,,,,,,,,,,,,
888,277,68139002.96,90328911.32,126101524.7,33933001.92,33377116.56,0,0,,,,,,,,,,,,,,,,,,,,,
889,277,68139002.96,96584138.68,126101524.7,22258486.73,33377116.56,0,0,,,,,,,,,,,,,,,,,,,,,
890,277,68139002.96,90143923.55,126101524.7,22258486.73,87629353.63,0,0,,,,,,,,,,,,,,,,,,,,,
891,277,68139002.96,90143923.55,126101524.7,22258486.73,39751136.74,0,0,,,,,,,,,,,,,,,,,,,,,
892,277,68139002.96,104360652.6,126101524.7,22258486.73,68007132.88,0,0,,,,,,,,,,,,,,,,,,,,,
893,277,68139002.96,115515865.8,126101524.7,22258486.73,33377116.56,0,0,,,,,,,,,,,,,,,,,,,,,
894,277,68139002.96,91573249.12,126101524.7,22258486.73,116733259.4,0,0,,,,,,,,,,,,,,,,,,,,,
895,277,68139002.96,102116506,126101524.7,22258486.73,217084307.4,0,0,,,,,,,,,,,,,,,,,,,,,
896,277,68139002.96,118543188.2,126101524.7,22258486.73,461288932.8,0,0,,,,,,,,,,,,,,,,,,,,,
897,277,68139002.96,90143923.55,126101524.7,22258486.73,857867743.6,0,0,,,,,,,,,,,,,,,,,,,,,
898,277,68139002.96,142647641,126101524.7,22258486.73,33377116.56,0,0,,,,,,,,,,,,,,,,,,,,,
899,277,68139002.96,90143923.55,126101524.7,22258486.73,91345438.43,0,0,,,,,,,,,,,,,,,,,,,,,
900,277,68139002.96,91012569.01,126101524.7,22258486.73,37739608.79,0,0,,,,,,,,,,,,,,,,,,,,,
901,277,68139002.96,102106732.4,126101524.7,22258486.73,33377116.56,0,0,,,,,,,,,,,,,,,,,,,,,
902,277,68139002.96,119541407.4,126101524.7,22258486.73,33377116.56,0,0,,,,,,,,,,,,,,,,,,,,,
903,277,68139002.96,90143923.55,126101524.7,22258486.73,33377116.56,0,0,,,,,,,,,,,,,,,,,,,,,
904,277,68139002.96,135338565.7,126101524.7,22258486.73,33377116.56,0,0,,,,,,,,,,,,,,,,,,,,,
905,277,68139002.96,91564983.65,126101524.7,22258486.73,182798992.4,0,0,,,,,,,,,,,,,,,,,,,,,
906,277,68139002.96,104438804.6,126101524.7,22258486.73,146691143.8,0,0,,,,,,,,,,,,,,,,,,,,,
907,277,68139002.96,90143923.55,126101524.7,22258486.73,35246647.99,0,0,,,,,,,,,,,,,,,,,,,,,
908,277,68139002.96,90143923.55,126101524.7,22258486.73,115464996.3,0,0,,,,,,,,,,,,,,,,,,,,,
909,277,68139002.96,120516340.9,126101524.7,22258486.73,33377116.56,0,0,,,,,,,,,,,,,,,,,,,,,
910,277,68139002.96,90143923.55,126101524.7,32748329.01,33377116.56,0,0,,,,,,,,,,,,,,,,,,,,,
911,277,68139002.96,90143923.55,126101524.7,31487770.54,33377116.56,0,0,,,,,,,,,,,,,,,,,,,,,
912,277,68139002.96,90143923.55,126101524.7,22258486.73,101101706.9,0,0,,,,,,,,,,,,,,,,,,,,,
913,277,68139002.96,215396137.3,126101524.7,22258486.73,530425684,0,0,,,,,,,,,,,,,,,,,,,,,
914,277,68139002.96,90143923.55,126101524.7,22258486.73,33377116.56,0,0,,,,,,,,,,,,,,,,,,,,,
915,277,68139002.96,114004370.6,126101524.7,22258486.73,33377116.56,0,0,,,,,,,,,,,,,,,,,,,,,
916,277,68139002.96,90865842.55,126101524.7,22258486.73,33377116.56,0,0,,,,,,,,,,,,,,,,,,,,,
917,277,68139002.96,90297014.38,126101524.7,22258486.73,159479578.3,0,0,,,,,,,,,,,,,,,,,,,,,
918,277,68139002.96,98039977.71,126101524.7,22258486.73,33377116.56,0,0,,,,,,,,,,,,,,,,,,,,,
919,277,68139002.96,113912644.2,126101524.7,22258486.73,33377116.56,0,0,,,,,,,,,,,,,,,,,,,,,
920,277,68139002.96,307153484.1,126101524.7,22258486.73,33377116.56,0,0,,,,,,,,,,,,,,,,,,,,,
921,277,68139002.96,91017905.96,126101524.7,22258486.73,33377116.56,0,0,,,,,,,,,,,,,,,,,,,,,
922,277,68139002.96,90143923.55,126101524.7,22258486.73,33377116.56,0,0,,,,,,,,,,,,,,,,,,,,,
923,277,68139002.96,90143923.55,126101524.7,22258486.73,40666943.69,0,0,,,,,,,,,,,,,,,,,,,,,
924,277,68139002.96,90143923.55,126101524.7,22258486.73,41919986.2,0,0,,,,,,,,,,,,,,,,,,,,,
925,277,68139002.96,118383871.9,126101524.7,22258486.73,33377116.56,0,0,,,,,,,,,,,,,,,,,,,,,
926,277,68139002.96,101574039.1,126101524.7,22258486.73,36824670.82,0,0,,,,,,,,,,,,,,,,,,,,,
927,277,68139002.96,90446290.97,126101524.7,27035745.23,39260860.39,0,0,,,,,,,,,,,,,,,,,,,,,
928,277,68139002.96,90143923.55,126101524.7,22258486.73,33377116.56,0,0,,,,,,,,,,,,,,,,,,,,,
929,277,68139002.96,117087889.9,126101524.7,22258486.73,33377116.56,0,0,,,,,,,,,,,,,,,,,,,,,
930,277,68139002.96,90143923.55,126101524.7,22258486.73,43761697.07,0,0,,,,,,,,,,,,,,,,,,,,,
931,277,68139002.96,110914847,126101524.7,22258486.73,86883216.82,0,0,,,,,,,,,,,,,,,,,,,,,
932,277,68139002.96,112906264,126101524.7,22258486.73,33377116.56,0,0,,,,,,,,,,,,,,,,,,,,,
933,277,68139002.96,134553219.9,126101524.7,22258486.73,185622041.6,0,0,,,,,,,,,,,,,,,,,,,,,
934,277,68139002.96,122160146.4,126101524.7,22258486.73,157064947.3,0,0,,,,,,,,,,,,,,,,,,,,,
935,277,68139002.96,173246891.2,126101524.7,22258486.73,265869579.5,0,0,,,,,,,,,,,,,,,,,,,,,
936,277,1440438572,90143923.55,126101524.7,22258486.73,33377116.56,0,0,,,,,,,,,,,,,,,,,,,,,
937,277,68139002.96,139902127.8,126101524.7,22258486.73,47750811.36,0,0,,,,,,,,,,,,,,,,,,,,,
938,277,68139002.96,90143923.55,126101524.7,22258486.73,33377116.56,0,0,,,,,,,,,,,,,,,,,,,,,
939,277,68139002.96,90143923.55,126101524.7,22258486.73,116068257.6,0,0,,,,,,,,,,,,,,,,,,,,,
940,277,68139002.96,128387660.7,126101524.7,22258486.73,33377116.56,0,0,,,,,,,,,,,,,,,,,,,,,
941,277,68139002.96,90860554.18,126101524.7,24256080.03,34915902.58,0,0,,,,,,,,,,,,,,,,,,,,,
942,277,68139002.96,90858950.9,126101524.7,22258486.73,91837616.5,0,0,,,,,,,,,,,,,,,,,,,,,
943,277,68139002.96,209197514.7,126101524.7,22258486.73,33377116.56,0,0,,,,,,,,,,,,,,,,,,,,,
944,277,68139002.96,214605696.1,126101524.7,22258486.73,33377116.56,0,0,,,,,,,,,,,,,,,,,,,,,
945,277,68139002.96,91246703.94,126101524.7,22258486.73,34402432.46,0,0,,,,,,,,,,,,,,,,,,,,,
946,277,68139002.96,98320456.16,126101524.7,22258486.73,33377116.56,0,0,,,,,,,,,,,,,,,,,,,,,
947,277,68139002.96,90143923.55,126101524.7,22258486.73,33377116.56,0,0,,,,,,,,,,,,,,,,,,,,,
948,277,68139002.96,90143923.55,126101524.7,22258486.73,106021391.2,0,0,,,,,,,,,,,,,,,,,,,,,
949,277,68139002.96,198664498.4,126101524.7,22258486.73,33377116.56,0,0,,,,,,,,,,,,,,,,,,,,,
950,277,68139002.96,90143923.55,126101524.7,22308617.28,121398751.8,0,0,,,,,,,,,,,,,,,,,,,,,
951,277,68139002.96,96864762.24,126101524.7,22258486.73,33377116.56,0,0,,,,,,,,,,,,,,,,,,,,,
952,277,68139002.96,90143923.55,126101524.7,22258486.73,33377116.56,0,0,,,,,,,,,,,,,,,,,,,,,
953,277,68139002.96,102560419.3,126101524.7,22258486.73,33377116.56,0,0,,,,,,,,,,,,,,,,,,,,,
954,277,68139002.96,236563889.9,126101524.7,22258486.73,33377116.56,0,0,,,,,,,,,,,,,,,,,,,,,
955,277,68139002.96,90143923.55,126101524.7,22258486.73,249718945.6,0,0,,,,,,,,,,,,,,,,,,,,,
956,277,68139002.96,90143923.55,126101524.7,22258486.73,320137523.9,0,0,,,,,,,,,,,,,,,,,,,,,
957,277,68139002.96,90143923.55,126101524.7,22258486.73,35046256.51,0,0,,,,,,,,,,,,,,,,,,,,,
958,277,68139002.96,90143923.55,126101524.7,22258486.73,33377116.56,0,0,,,,,,,,,,,,,,,,,,,,,
959,277,68139002.96,203753031.3,126101524.7,22258486.73,33377116.56,0,0,,,,,,,,,,,,,,,,,,,,,
960,277,68139002.96,100035238.9,126101524.7,22258486.73,34459451.71,0,0,,,,,,,,,,,,,,,,,,,,,
961,277,68139002.96,118891067.2,126101524.7,22258486.73,33377116.56,0,0,,,,,,,,,,,,,,,,,,,,,
962,277,68139002.96,90143923.55,126101524.7,22258486.73,147434052.4,0,0,,,,,,,,,,,,,,,,,,,,,
963,277,68139002.96,90443714.96,126101524.7,22258486.73,33377116.56,0,0,,,,,,,,,,,,,,,,,,,,,
964,277,68139002.96,97954739.86,126101524.7,22258486.73,270370826.7,0,0,,,,,,,,,,,,,,,,,,,,,
965,277,68139002.96,90143923.55,126101524.7,22258486.73,35337126.76,0,0,,,,,,,,,,,,,,,,,,,,,
966,277,68139002.96,90293942.24,126101524.7,22258486.73,33377116.56,0,0,,,,,,,,,,,,,,,,,,,,,
967,277,68139002.96,90143923.55,126101524.7,22258486.73,33377116.56,0,0,,,,,,,,,,,,,,,,,,,,,
968,277,68139002.96,90859412.3,126101524.7,22258486.73,92569510.2,0,0,,,,,,,,,,,,,,,,,,,,,
969,277,68139002.96,97946873.96,126101524.7,22258486.73,73036782.41,0,0,,,,,,,,,,,,,,,,,,,,,
970,277,68139002.96,90296332.58,126101524.7,22258486.73,34778152.71,0,0,,,,,,,,,,,,,,,,,,,,,
971,277,68139002.96,90143923.55,126101524.7,22258486.73,33377116.56,0,0,,,,,,,,,,,,,,,,,,,,,
972,277,68139002.96,90143923.55,126101524.7,22258486.73,208527098.2,0,0,,,,,,,,,,,,,,,,,,,,,
973,277,158835958,115678805.9,126101524.7,22258486.73,33377116.56,0,0,,,,,,,,,,,,,,,,,,,,,
974,277,68139002.96,91554737.48,126101524.7,22258486.73,33377116.56,0,0,,,,,,,,,,,,,,,,,,,,,
975,277,68139002.96,100416362.4,126101524.7,22258486.73,33377116.56,0,0,,,,,,,,,,,,,,,,,,,,,
976,277,68139002.96,110686245,126101524.7,22258486.73,33377116.56,0,0,,,,,,,,,,,,,,,,,,,,,
977,277,68139002.96,91248284.5,126101524.7,22258486.73,116601384.5,0,0,,,,,,,,,,,,,,,,,,,,,
978,277,68139002.96,90330375.65,126101524.7,22258486.73,40259246.39,0,0,,,,,,,,,,,,,,,,,,,,,
979,277,68139002.96,118305513.7,126101524.7,22258486.73,33377116.56,0,0,,,,,,,,,,,,,,,,,,,,,
980,277,68139002.96,90858333.57,126101524.7,22258486.73,82312152.41,0,0,,,,,,,,,,,,,,,,,,,,,
981,277,68139002.96,90143923.55,126101524.7,22258486.73,42727467.76,0,0,,,,,,,,,,,,,,,,,,,,,
982,277,68139002.96,102822828.5,126101524.7,22258486.73,33377116.56,0,0,,,,,,,,,,,,,,,,,,,,,
983,277,68139002.96,91015650.73,126101524.7,22258486.73,33377116.56,0,0,,,,,,,,,,,,,,,,,,,,,
984,277,68139002.96,90143923.55,126101524.7,24725143.22,33377116.56,0,0,,,,,,,,,,,,,,,,,,,,,
985,277,68139002.96,90143923.55,126101524.7,22258486.73,33377116.56,0,0,,,,,,,,,,,,,,,,,,,,,
986,277,68139002.96,105008156.8,126101524.7,22258486.73,261957570.9,0,0,,,,,,,,,,,,,,,,,,,,,
987,277,68139002.96,98000441.42,126101524.7,22258486.73,41006634.5,0,0,,,,,,,,,,,,,,,,,,,,,
988,277,68139002.96,90143923.55,126101524.7,22258486.73,33377116.56,0,0,,,,,,,,,,,,,,,,,,,,,
989,277,68139002.96,125382962.7,126101524.7,22258486.73,33377116.56,0,0,,,,,,,,,,,,,,,,,,,,,
990,277,68139002.96,90143923.55,126101524.7,22258486.73,34941087.77,0,0,,,,,,,,,,,,,,,,,,,,,
991,277,68139002.96,303428609.8,126101524.7,22258486.73,33377116.56,0,0,,,,,,,,,,,,,,,,,,,,,
992,277,68139002.96,98331927.05,126101524.7,22258486.73,75813634.12,0,0,,,,,,,,,,,,,,,,,,,,,
993,277,68139002.96,118863187.8,126101524.7,22258486.73,39454611.2,0,0,,,,,,,,,,,,,,,,,,,,,
994,277,68139002.96,91565783.22,126101524.7,22621829.34,110365582.6,0,0,,,,,,,,,,,,,,,,,,,,,
995,277,68139002.96,91245170.78,126101524.7,22258486.73,101210896.6,0,0,,,,,,,,,,,,,,,,,,,,,
996,277,68139002.96,90143923.55,126101524.7,22258486.73,33377116.56,0,0,,,,,,,,,,,,,,,,,,,,,
997,277,68139002.96,99912187.32,126101524.7,22258486.73,92238505.72,0,0,,,,,,,,,,,,,,,,,,,,,
998,277,68139002.96,128873720.7,126101524.7,22258486.73,33377116.56,0,0,,,,,,,,,,,,,,,,,,,,,
999,277,68139002.96,90143923.55,126101524.7,22258486.73,40521289.5,0,0,,,,,,,,,,,,,,,,,,,,,
1000,558,180824753.6,241293734.4,34221561.74,757845.3947,72771499.73,242400000,0,,,,,,,,,,,,,,,,,,,,,
1001,558,180824753.6,241293734.4,34221561.74,1095875.98,90264555.84,242400000,0,,,,,,,,,,,,,,,,,,,,,
1002,558,180824753.6,249070728.5,158353855.4,67757216.67,25037214.09,242400000,0,,,,,,,,,,,,,,,,,,,,,
1003,558,180824753.6,250964153.5,34221561.74,0,25037214.09,242400000,0,,,,,,,,,,,,,,,,,,,,,
1004,558,180824753.6,241293734.4,34221561.74,6710143.261,25358059.66,242400000,0,,,,,,,,,,,,,,,,,,,,,
1005,558,180824753.6,241293734.4,34221561.74,49996974.42,25037214.09,242400000,0,,,,,,,,,,,,,,,,,,,,,
1006,558,180824753.6,241293734.4,34221561.74,8489566.527,99845924.24,242400000,0,,,,,,,,,,,,,,,,,,,,,
1007,558,180824753.6,241293734.4,91142865.17,41867521.75,25037214.09,242400000,0,,,,,,,,,,,,,,,,,,,,,
1008,558,180824753.6,241293734.4,91409355.38,34389724.85,25037214.09,242400000,0,,,,,,,,,,,,,,,,,,,,,
1009,558,180824753.6,241293734.4,34221561.74,7934491.561,220688185.5,242400000,0,,,,,,,,,,,,,,,,,,,,,
1010,558,180824753.6,241293734.4,34221561.74,17387435.16,25037214.09,242400000,0,,,,,,,,,,,,,,,,,,,,,
1011,558,180824753.6,241293734.4,34221561.74,774951.7215,69718087.9,242400000,0,,,,,,,,,,,,,,,,,,,,,
1012,558,180824753.6,247984423.4,34221561.74,105370673.9,25037214.09,242400000,0,,,,,,,,,,,,,,,,,,,,,
1013,558,180824753.6,254113167.8,34221561.74,9657650.689,101369686.3,242400000,0,,,,,,,,,,,,,,,,,,,,,
1014,558,180824753.6,241293734.4,34221561.74,8532197.095,25037214.09,242400000,0,,,,,,,,,,,,,,,,,,,,,
1015,558,180824753.6,241293734.4,34221561.74,190719.2829,43501322.4,242400000,0,,,,,,,,,,,,,,,,,,,,,
1016,558,180824753.6,241293734.4,34221561.74,126620945.8,25037214.09,242400000,0,,,,,,,,,,,,,,,,,,,,,
1017,558,180824753.6,241293734.4,34221561.74,31475043.69,44187757.98,242400000,0,,,,,,,,,,,,,,,,,,,,,
1018,558,180824753.6,241293734.4,34221561.74,8053881.781,26957451.3,242400000,0,,,,,,,,,,,,,,,,,,,,,
1019,558,180824753.6,241293734.4,34221561.74,7846001.541,33450282.31,242400000,0,,,,,,,,,,,,,,,,,,,,,
1020,558,180824753.6,241293734.4,34221561.74,7065462.253,161980865.6,242400000,0,,,,,,,,,,,,,,,,,,,,,
1021,558,180824753.6,241293734.4,34221561.74,13973401.8,36956902.73,242400000,0,,,,,,,,,,,,,,,,,,,,,
1022,558,180824753.6,241293734.4,34221561.74,27092977.98,25037214.09,242400000,0,,,,,,,,,,,,,,,,,,,,,
1023,558,180824753.6,241293734.4,34221561.74,0,139459179,242400000,0,,,,,,,,,,,,,,,,,,,,,
1024,558,180824753.6,241293734.4,34221561.74,9912114.503,531165219.5,242400000,0,,,,,,,,,,,,,,,,,,,,,
1025,558,180824753.6,241293734.4,34221561.74,7218337.388,61458294.8,242400000,0,,,,,,,,,,,,,,,,,,,,,
1026,558,180824753.6,241293734.4,34221561.74,0,25037214.09,242400000,0,,,,,,,,,,,,,,,,,,,,,
1027,558,180824753.6,241293734.4,311672111.8,0,25037214.09,242400000,0,,,,,,,,,,,,,,,,,,,,,
1028,558,180824753.6,241293734.4,34221561.74,0,87524587.41,242400000,0,,,,,,,,,,,,,,,,,,,,,
1029,558,180824753.6,241293734.4,34221561.74,40875128.27,25037214.09,242400000,0,,,,,,,,,,,,,,,,,,,,,
1030,558,180824753.6,241293734.4,34221561.74,7583905.874,25037214.09,242400000,0,,,,,,,,,,,,,,,,,,,,,
1031,558,180824753.6,241293734.4,34221561.74,6403979.613,25037214.09,242400000,0,,,,,,,,,,,,,,,,,,,,,
1032,558,180824753.6,241293734.4,34221561.74,9917393.549,93407335.59,242400000,0,,,,,,,,,,,,,,,,,,,,,
1033,558,180824753.6,241293734.4,34221561.74,9503298.843,27019828.07,242400000,0,,,,,,,,,,,,,,,,,,,,,
1034,558,180824753.6,241293734.4,34221561.74,136995810.2,25037214.09,242400000,0,,,,,,,,,,,,,,,,,,,,,
1035,558,180824753.6,241293734.4,91075336.04,26083260.13,25037214.09,242400000,0,,,,,,,,,,,,,,,,,,,,,
1036,558,180824753.6,241293734.4,34221561.74,775751.7921,25037214.09,242400000,0,,,,,,,,,,,,,,,,,,,,,
1037,558,180824753.6,241293734.4,34221561.74,9514757.686,25037214.09,242400000,0,,,,,,,,,,,,,,,,,,,,,
1038,558,180824753.6,241293734.4,34221561.74,7568017.782,25037214.09,242400000,0,,,,,,,,,,,,,,,,,,,,,
1039,558,180824753.6,241293734.4,34221561.74,11008711.56,142089223.7,242400000,0,,,,,,,,,,,,,,,,,,,,,
1040,558,980185547.9,241293734.4,34221561.74,3299464.096,27239257.35,242400000,0,,,,,,,,,,,,,,,,,,,,,
1041,558,180824753.6,241293734.4,34221561.74,829650.5444,25037214.09,242400000,0,,,,,,,,,,,,,,,,,,,,,
1042,558,180824753.6,241293734.4,34221561.74,11562133.64,25037214.09,242400000,0,,,,,,,,,,,,,,,,,,,,,
1043,558,180824753.6,241293734.4,34221561.74,6865855.53,50308885.46,242400000,0,,,,,,,,,,,,,,,,,,,,,
1044,558,208067645.8,241293734.4,34221561.74,16927144.44,25037214.09,242400000,0,,,,,,,,,,,,,,,,,,,,,
1045,558,180824753.6,241293734.4,34221561.74,7537750.549,37515168.8,242400000,0,,,,,,,,,,,,,,,,,,,,,
1046,558,180824753.6,241293734.4,34221561.74,30201830.28,25037214.09,242400000,0,,,,,,,,,,,,,,,,,,,,,
1047,558,180824753.6,241293734.4,79238529.67,5743167.584,25037214.09,242400000,0,,,,,,,,,,,,,,,,,,,,,
1048,558,180824753.6,241293734.4,34221561.74,32222849.47,25037214.09,242400000,0,,,,,,,,,,,,,,,,,,,,,
1049,558,180824753.6,241293734.4,34221561.74,0,25037214.09,242400000,0,,,,,,,,,,,,,,,,,,,,,
1050,558,180824753.6,241293734.4,34221561.74,9391612.574,25037214.09,242400000,0,,,,,,,,,,,,,,,,,,,,,
1051,558,180824753.6,241293734.4,34221561.74,8300629.238,25037214.09,242400000,0,,,,,,,,,,,,,,,,,,,,,
1052,558,180824753.6,241293734.4,34221561.74,6379984.944,25037214.09,242400000,0,,,,,,,,,,,,,,,,,,,,,
1053,558,180824753.6,241293734.4,34221561.74,16473938.29,25037214.09,242400000,0,,,,,,,,,,,,,,,,,,,,,
1054,558,180824753.6,241293734.4,34221561.74,7350261.844,25037214.09,242400000,0,,,,,,,,,,,,,,,,,,,,,
1055,558,180824753.6,241293734.4,34221561.74,1078086.827,92483422.81,242400000,0,,,,,,,,,,,,,,,,,,,,,
1056,558,180824753.6,241293734.4,34221561.74,40196250.08,25235315.66,242400000,0,,,,,,,,,,,,,,,,,,,,,
1057,558,180824753.6,241293734.4,34221561.74,0,26968883.37,242400000,0,,,,,,,,,,,,,,,,,,,,,
1058,558,180824753.6,241293734.4,34221561.74,30374105.76,25037214.09,242400000,0,,,,,,,,,,,,,,,,,,,,,
1059,558,180824753.6,241293734.4,34221561.74,99638950.55,25037214.09,242400000,0,,,,,,,,,,,,,,,,,,,,,
1060,558,186070451.4,241293734.4,34221561.74,0,25037214.09,242400000,0,,,,,,,,,,,,,,,,,,,,,
1061,558,180824753.6,241293734.4,34221561.74,6909531.703,25037214.09,242400000,0,,,,,,,,,,,,,,,,,,,,,
1062,558,180824753.6,241293734.4,34221561.74,77804394.07,29766487.95,242400000,0,,,,,,,,,,,,,,,,,,,,,
1063,558,225736455.7,241293734.4,34221561.74,7914887.483,244094630.7,242400000,0,,,,,,,,,,,,,,,,,,,,,
1064,558,180824753.6,241293734.4,34221561.74,19531523.53,25037214.09,242400000,0,,,,,,,,,,,,,,,,,,,,,
1065,558,180824753.6,241293734.4,34221561.74,7097409.428,109735117.4,242400000,0,,,,,,,,,,,,,,,,,,,,,
1066,558,180824753.6,241293734.4,34221561.74,83319732.31,280026999.3,242400000,0,,,,,,,,,,,,,,,,,,,,,
1067,558,180824753.6,241293734.4,34221561.74,8065515.459,426798252.1,242400000,0,,,,,,,,,,,,,,,,,,,,,
1068,558,180824753.6,241293734.4,34221561.74,8051880.085,25037214.09,242400000,0,,,,,,,,,,,,,,,,,,,,,
1069,558,180824753.6,241293734.4,34221561.74,9359734.6,39666617.47,242400000,0,,,,,,,,,,,,,,,,,,,,,
1070,558,180824753.6,241293734.4,34221561.74,8999941.657,87269900.76,242400000,0,,,,,,,,,,,,,,,,,,,,,
1071,558,180824753.6,241293734.4,34221561.74,14075117.62,36551011.19,242400000,0,,,,,,,,,,,,,,,,,,,,,
1072,558,180824753.6,241293734.4,34221561.74,40690450.12,25037214.09,242400000,0,,,,,,,,,,,,,,,,,,,,,
1073,558,180824753.6,241293734.4,34221561.74,31044558.27,26101457.87,242400000,0,,,,,,,,,,,,,,,,,,,,,
1074,558,180824753.6,241293734.4,34221561.74,7347952.242,26086855.84,242400000,0,,,,,,,,,,,,,,,,,,,,,
1075,558,180824753.6,241293734.4,34221561.74,10903425.55,25037214.09,242400000,0,,,,,,,,,,,,,,,,,,,,,
1076,558,180824753.6,241293734.4,34221561.74,5340966.549,61522839.53,242400000,0,,,,,,,,,,,,,,,,,,,,,
1077,558,180824753.6,241293734.4,34221561.74,95550344.62,25037214.09,242400000,0,,,,,,,,,,,,,,,,,,,,,
1078,558,180824753.6,241293734.4,34221561.74,7421757.957,51469220.77,242400000,0,,,,,,,,,,,,,,,,,,,,,
1079,558,180824753.6,250935587.5,34221561.74,29319903.35,25037214.09,242400000,0,,,,,,,,,,,,,,,,,,,,,
1080,558,180824753.6,241293734.4,34221561.74,57438549.43,25037214.09,242400000,0,,,,,,,,,,,,,,,,,,,,,
1081,558,180824753.6,241293734.4,34221561.74,53309755.42,310001936.2,242400000,0,,,,,,,,,,,,,,,,,,,,,
1082,558,180824753.6,241293734.4,34221561.74,6774721.458,84805061.8,242400000,0,,,,,,,,,,,,,,,,,,,,,
1083,558,180824753.6,241293734.4,34221561.74,195977.8854,28375585.85,242400000,0,,,,,,,,,,,,,,,,,,,,,
1084,558,180824753.6,249042565.7,34221561.74,29374199.6,25037214.09,242400000,0,,,,,,,,,,,,,,,,,,,,,
1085,558,180824753.6,241293734.4,34221561.74,10052461.97,109690404.6,242400000,0,,,,,,,,,,,,,,,,,,,,,
1086,558,180824753.6,241293734.4,41625140.65,119561283.9,25037214.09,242400000,0,,,,,,,,,,,,,,,,,,,,,
1087,558,180824753.6,241293734.4,34221561.74,7686908.656,78930285.26,242400000,0,,,,,,,,,,,,,,,,,,,,,
1088,558,180824753.6,241293734.4,34221561.74,1012566.013,401179047.5,242400000,0,,,,,,,,,,,,,,,,,,,,,
1089,558,180824753.6,241293734.4,34221561.74,53216227.87,25037214.09,242400000,0,,,,,,,,,,,,,,,,,,,,,
1090,558,180824753.6,241293734.4,34221561.74,9878446.689,25037214.09,242400000,0,,,,,,,,,,,,,,,,,,,,,
1091,558,180824753.6,253940420.7,34221561.74,14182707.4,163257857.4,242400000,0,,,,,,,,,,,,,,,,,,,,,
1092,558,251131890.5,241293734.4,34221561.74,9745971.695,25037214.09,242400000,0,,,,,,,,,,,,,,,,,,,,,
1093,558,180824753.6,241293734.4,34221561.74,7482772.313,42208321.7,242400000,0,,,,,,,,,,,,,,,,,,,,,
1094,558,180824753.6,241293734.4,41638187.48,124817515.9,25037214.09,242400000,0,,,,,,,,,,,,,,,,,,,,,
1095,558,180824753.6,241293734.4,34221561.74,1085609.554,25699117.97,242400000,0,,,,,,,,,,,,,,,,,,,,,
1096,558,180824753.6,241293734.4,34221561.74,11564158.93,34057249.64,242400000,0,,,,,,,,,,,,,,,,,,,,,
1097,558,180824753.6,241293734.4,34221561.74,6595526.164,390156481.5,242400000,0,,,,,,,,,,,,,,,,,,,,,
1098,558,180824753.6,241293734.4,34221561.74,6852176.774,25037214.09,242400000,0,,,,,,,,,,,,,,,,,,,,,
1099,558,180824753.6,241293734.4,34221561.74,9248033.246,25037214.09,242400000,0,,,,,,,,,,,,,,,,,,,,,
1100,558,180824753.6,241293734.4,34221561.74,7551347.648,100412370.7,242400000,0,,,,,,,,,,,,,,,,,,,,,
1101,558,180824753.6,241293734.4,96976592.93,48055103.59,25037214.09,242400000,0,,,,,,,,,,,,,,,,,,,,,
1102,558,180824753.6,242705088.7,34221561.74,160104.4221,27488094.9,242400000,0,,,,,,,,,,,,,,,,,,,,,
1103,558,180824753.6,241293734.4,34221561.74,5868625.287,26374799.89,242400000,0,,,,,,,,,,,,,,,,,,,,,
1104,558,226393959.3,260254808.9,58250208.32,3413915.177,25037214.09,242400000,0,,,,,,,,,,,,,,,,,,,,,
1105,558,180824753.6,241293734.4,34221561.74,142068207.5,25037214.09,242400000,0,,,,,,,,,,,,,,,,,,,,,
1106,558,180824753.6,241293734.4,34221561.74,21789486.65,25037214.09,242400000,0,,,,,,,,,,,,,,,,,,,,,
1107,558,180824753.6,241293734.4,34221561.74,8248432.682,51368582.99,242400000,0,,,,,,,,,,,,,,,,,,,,,
1108,558,180824753.6,241293734.4,34221561.74,9488114.562,25037214.09,242400000,0,,,,,,,,,,,,,,,,,,,,,
1109,558,180824753.6,241293734.4,34221561.74,7718843.243,35196920.95,242400000,0,,,,,,,,,,,,,,,,,,,,,
1110,558,209112704,241293734.4,34221561.74,474075.6559,378616695.6,242400000,0,,,,,,,,,,,,,,,,,,,,,
1111,558,180824753.6,241293734.4,34221561.74,193665.4412,40764546.51,242400000,0,,,,,,,,,,,,,,,,,,,,,
1112,558,180824753.6,241293734.4,34221561.74,7541846.24,45830861.75,242400000,0,,,,,,,,,,,,,,,,,,,,,
1113,558,180824753.6,241293734.4,34221561.74,34111188.05,59766832.55,242400000,0,,,,,,,,,,,,,,,,,,,,,
1114,558,180824753.6,241293734.4,34221561.74,17457761.14,25037214.09,242400000,0,,,,,,,,,,,,,,,,,,,,,
1115,558,180824753.6,241293734.4,34221561.74,8134024.224,25037214.09,242400000,0,,,,,,,,,,,,,,,,,,,,,
